premise,premise-sense,conclusion,similarity
kitchen equipment,kitchen_appliance.n.01,dynamite,0.4317505359649658
game,game.n.01,coil,0.6646210551261902
animal,animal.n.01,string cheese,0.4612535834312439
vehicle,vehicle.n.01,chips,0.44491279125213623
tool,tool.n.01,granola,0.43344560265541077
animal,animal.n.01,pinwheel,0.629210352897644
kitchen tool,kitchen_utensil.n.01,duckling,0.44006386399269104
headwear,headdress.n.01,chain,0.6994247436523438
food,food.n.01,snowshoe,0.6132419109344482
plant,plant.n.02,rooster,0.45528510212898254
seafood,seafood.n.01,goose,0.6704344749450684
protective clothing,protective_covering.n.01,duckling,0.402336984872818
accessory,accessory.n.01,rooster,0.4243360757827759
electronic device,electronic_device.n.01,peeler,0.780860424041748
fastener,fastener.n.01,zebra,0.5000514984130859
electronic device,electronic_device.n.01,vulture,0.4140828549861908
container,container.n.01,clam,0.6598820090293884
animal,animal.n.01,spaghetti,0.6630984544754028
outerwear,outerwear.n.01,bassoon,0.39839377999305725
vegetable,vegetable.n.01,jacket,0.4596852660179138
container,container.n.01,latch,0.7416279315948486
kitchen tool,kitchen_utensil.n.01,rabbit,0.7199416160583496
electronic device,electronic_device.n.01,tube top,0.6577919721603394
headwear,headdress.n.01,honey,0.3856590688228607
container,container.n.01,chalk,0.6608164310455322
fastener,fastener.n.01,noodle,0.7800302505493164
weapon,weapon.n.01,whisk,0.7076694965362549
electronic device,electronic_device.n.01,prune,0.38442131876945496
weapon,weapon.n.01,banana,0.4373592734336853
container,container.n.01,zucchini,0.662129819393158
tool,tool.n.01,bull,0.4110884666442871
food,food.n.01,monkey,0.4852020740509033
drink,beverage.n.01,rabbit,0.7684357166290283
accessory,accessory.n.01,puppy,0.4191136360168457
food,food.n.01,comb,0.4991464614868164
food,food.n.01,staple,0.6069252490997314
food,food.n.01,tupperware,0.6151993870735168
garden tool,garden_tool.n.01,honey,0.4372832775115967
food,food.n.01,shredder,0.6024683117866516
food,food.n.01,kettle,0.5106382966041565
dessert,dessert.n.01,envelope,0.7407686710357666
home decor,interior_decoration.n.01,zebra,0.3724159598350525
kitchen tool,kitchen_utensil.n.01,backscratcher,0.7433909773826599
plant,plant.n.02,dynamite,0.4493241310119629
animal,animal.n.01,bikini,0.47008588910102844
electronic device,electronic_device.n.01,light switch,0.6948978900909424
food,food.n.01,maggot,0.5976207852363586
food,food.n.01,canister,0.6132909655570984
protective clothing,protective_covering.n.01,backscratcher,0.6797407865524292
container,container.n.01,elephant,0.41616693139076233
vegetable,vegetable.n.01,eel,0.7594476938247681
musical instrument,musical_instrument.n.01,puppy,0.4065781235694885
kitchen tool,kitchen_utensil.n.01,honey,0.41676685214042664
accessory,accessory.n.01,dynamite,0.4543575942516327
office supply,office_supply.n.00,bull,0.523966908454895
breakfast,breakfast.n.00,clam,0.9163619875907898
animal,animal.n.01,bolt,0.6804335117340088
food,food.n.01,chariot,0.6264123916625977
animal,animal.n.01,clover,0.47453078627586365
office supply,office_supply.n.00,dustpan,0.9132122993469238
protective clothing,protective_covering.n.01,honey,0.38468021154403687
food,food.n.01,razor,0.4747052788734436
vehicle,vehicle.n.01,guacamole,0.4424070715904236
animal,animal.n.01,envelope,0.6841148734092712
breakfast,breakfast.n.00,turkey,0.9233444929122925
weapon,weapon.n.01,zebra,0.40273934602737427
drink,beverage.n.01,honey,0.4683087468147278
breakfast,breakfast.n.00,lasagna,0.9477089047431946
food,food.n.01,inkwell,0.5957773923873901
tool,tool.n.01,calculator,0.627650260925293
animal,animal.n.01,tea,0.43570584058761597
electronic device,electronic_device.n.01,jacket,0.41917410492897034
fastener,fastener.n.01,ostrich,0.8938112258911133
dessert,dessert.n.01,calf,0.4620721936225891
tool,tool.n.01,mirror,0.42591723799705505
furniture,furniture.n.01,centerpiece,0.740985631942749
tool,tool.n.01,scallop,0.6039823293685913
fruit,edible_fruit.n.01,blouse,0.42193078994750977
tool,tool.n.01,peanut butter,0.4487517476081848
tool,tool.n.01,footrest,0.6379275918006897
container,container.n.01,jelly bean,0.4781489074230194
clothing,clothing.n.01,bull,0.45344823598861694
fruit,edible_fruit.n.01,saxophone,0.42187780141830444
mammal,mammal.n.01,dustpan,0.6584371328353882
food,food.n.01,cleaver,0.6027466654777527
sea animal,marine_animal.n.01,mirror,0.43148940801620483
food,food.n.01,roadsweeper,0.6035306453704834
clothing,clothing.n.01,dustpan,0.78339684009552
vehicle,vehicle.n.01,maple syrup,0.39958587288856506
animal,animal.n.01,waffle,0.47645872831344604
animal,animal.n.01,jam,0.4383794963359833
electronic device,electronic_device.n.01,alpaca,0.42532679438591003
office supply,office_supply.n.00,mirror,0.5675569772720337
electronic device,electronic_device.n.01,chair,0.41208648681640625
food,food.n.01,mixer,0.616367518901825
vehicle,vehicle.n.01,gorilla,0.44736939668655396
food,food.n.01,coral,0.5957894325256348
food,food.n.01,trident,0.40908488631248474
food,food.n.01,abacus,0.6828073263168335
footwear,footwear.n.01,glove,0.7712246179580688
tool,tool.n.01,joystick,0.621662974357605
electronic device,electronic_device.n.01,sheep,0.41439345479011536
container,container.n.01,pea,0.6528785824775696
food,food.n.01,corsage,0.6174936294555664
water vehicle,vessel.n.02,bull,0.4076053500175476
water vehicle,vessel.n.02,dustpan,0.6716843247413635
sea animal,marine_animal.n.01,toast,0.4480825960636139
vehicle,vehicle.n.01,punch,0.6394790410995483
animal,animal.n.01,aquarium,0.6255292296409607
tool,tool.n.01,tube top,0.674280047416687
headwear,headdress.n.01,maple syrup,0.39650437235832214
mammal,mammal.n.01,mirror,0.4069351553916931
animal,animal.n.01,cheeseburger,0.47523096203804016
food,food.n.01,bassoon,0.39828580617904663
clothing,clothing.n.01,mirror,0.44968709349632263
food,food.n.01,stove,0.6134284734725952
toiletry,toiletry.n.01,abacus,0.6794328093528748
weapon,weapon.n.01,lighter,0.7199918031692505
protective clothing,protective_covering.n.01,envelope,0.7303777933120728
auto part,auto_part.n.01,stretcher,0.6905229091644287
clothing,clothing.n.01,footrest,0.7406542301177979
furniture,furniture.n.01,coil,0.7030495405197144
home decor,interior_decoration.n.01,scallop,0.591141939163208
home decor,interior_decoration.n.01,peanut butter,0.39842572808265686
auto part,auto_part.n.01,rabbit,0.6776334047317505
bird,bird.n.01,crayfish,0.6909770369529724
mammal,mammal.n.01,scallion,0.6556501984596252
dessert,dessert.n.01,latch,0.7460969686508179
tool,tool.n.01,ivy,0.45141634345054626
animal,animal.n.01,belt buckle,0.46554452180862427
animal,animal.n.01,nail clippers,0.6178596019744873
food,food.n.01,noisemaker,0.6116299033164978
weapon,weapon.n.01,rooster,0.41878196597099304
food,food.n.01,highlighter,0.6988580226898193
office supply,office_supply.n.00,tube top,0.9010876417160034
food,food.n.01,centrifuge,0.6056760549545288
toiletry,toiletry.n.01,bassoon,0.42333006858825684
candy,candy.n.01,bassoon,0.41987383365631104
kitchen tool,kitchen_utensil.n.01,calf,0.441132128238678
medical equipment,medical_instrument.n.01,duckling,0.4211132228374481
school supply,school_supply.n.00,duckling,0.5374654531478882
dessert,dessert.n.01,lasagna,0.7846057415008545
food,food.n.01,scoop,0.4726296365261078
jewelry,jewelry.n.01,centerpiece,0.7180804014205933
bird,bird.n.01,lingerie,0.43447941541671753
mammal,mammal.n.01,toast,0.43753787875175476
vehicle,vehicle.n.01,hook,0.6666117906570435
vegetable,vegetable.n.01,cape,0.48573338985443115
protective clothing,protective_covering.n.01,calf,0.3977985382080078
clothing,clothing.n.01,moss,0.5164893865585327
mammal,mammal.n.01,jellyfish,0.7145857810974121
headwear,headdress.n.01,visor,0.7143799662590027
garden tool,garden_tool.n.01,wheelbarrow,0.7504661083221436
clothing,clothing.n.01,toast,0.49788281321525574
animal,animal.n.01,latch,0.6951830387115479
women's clothing,womens_clothing.n.00,highlighter,0.855396032333374
container,container.n.01,zebra,0.4426337480545044
drink,beverage.n.01,calf,0.45047134160995483
auto part,auto_part.n.01,backscratcher,0.6903915405273438
school supply,school_supply.n.00,stretcher,0.9040447473526001
food,food.n.01,squirt gun,0.6016437411308289
animal,animal.n.01,chalk,0.6393629908561707
garden tool,garden_tool.n.01,punch,0.7928231954574585
vegetable,vegetable.n.01,rearview mirror,0.46406638622283936
food,food.n.01,barrel,0.5115909576416016
animal,animal.n.01,zucchini,0.6864420175552368
mammal,mammal.n.01,mandolin,0.4412604570388794
food,food.n.01,chicken wire,0.5061315894126892
plant,plant.n.02,creme brulee,0.4392571747303009
animal,animal.n.01,scarecrow,0.6326203942298889
animal,animal.n.01,pocket watch,0.47851577401161194
tool,tool.n.01,jacket,0.4336629807949066
clothing,clothing.n.01,mandolin,0.5084994435310364
women's clothing,womens_clothing.n.00,chain,0.8513333797454834
electronic device,electronic_device.n.01,marker,0.6058998107910156
vegetable,vegetable.n.01,rabbit,0.8398174047470093
medical equipment,medical_instrument.n.01,margarita,0.4262657165527344
electronic device,electronic_device.n.01,stool,0.4110223054885864
home decor,interior_decoration.n.01,tube top,0.6366180181503296
insect,insect.n.01,mirror,0.37947317957878113
food,food.n.01,router,0.597362756729126
tool,tool.n.01,whipped cream,0.42788398265838623
toiletry,toiletry.n.01,stretcher,0.6974602937698364
weapon,weapon.n.01,peeler,0.6975497007369995
insect,insect.n.01,frog,0.6411154866218567
food,food.n.01,bongo,0.4869844913482666
medical equipment,medical_instrument.n.01,backscratcher,0.6910355687141418
school supply,school_supply.n.00,backscratcher,0.9164279699325562
livestock,livestock.n.01,mirror,0.4132223129272461
electronic device,electronic_device.n.01,crow,0.41251349449157715
tool,tool.n.01,chair,0.44251197576522827
animal,animal.n.01,kite,0.6356351375579834
breakfast,breakfast.n.00,zebra,0.5431102514266968
container,container.n.01,refrigerator,0.6664513945579529
seafood,seafood.n.01,knob,0.3673619031906128
animal,animal.n.01,spear,0.6666097044944763
water vehicle,vessel.n.02,tube top,0.6735422611236572
food,food.n.01,revolver,0.5931737422943115
weapon,weapon.n.01,prune,0.4087713658809662
breakfast,breakfast.n.00,brake,0.5686118602752686
electronic device,electronic_device.n.01,duckling,0.3878226578235626
toy,plaything.n.01,cantaloupe,0.7194496393203735
food,food.n.01,funnel,0.6166090965270996
tool,tool.n.01,sheep,0.4481883943080902
breakfast,breakfast.n.00,noodle,0.9380196928977966
toiletry,toiletry.n.01,nut,0.4098215401172638
kitchen equipment,kitchen_appliance.n.01,highlighter,0.7123584747314453
home decor,interior_decoration.n.01,dress,0.6582730412483215
clothing,clothing.n.01,apple,0.501234233379364
tool,tool.n.01,fly,0.4498956799507141
plant,plant.n.02,pumpkin,0.6948045492172241
tool,tool.n.01,workbench,0.6254359483718872
kitchen tool,kitchen_utensil.n.01,latch,0.7193029522895813
electronic device,electronic_device.n.01,recorder,0.6202274560928345
animal,animal.n.01,jelly bean,0.47179311513900757
protective clothing,protective_covering.n.01,latch,0.6984142065048218
electronic device,electronic_device.n.01,rabbit,0.6013085842132568
kitchen tool,kitchen_utensil.n.01,turkey,0.7123951315879822
food,food.n.01,dollhouse,0.6268346309661865
container,container.n.01,coleslaw,0.47851234674453735
food,food.n.01,television,0.6028972864151001
drink,beverage.n.01,clam,0.7481796741485596
drink,beverage.n.01,latch,0.7495326399803162
kitchen tool,kitchen_utensil.n.01,lasagna,0.7203493714332581
auto part,auto_part.n.01,bolt,0.7039989233016968
fruit,edible_fruit.n.01,olive,0.7978678345680237
office supply,office_supply.n.00,sheep,0.5653529763221741
mammal,mammal.n.01,whipped cream,0.43377310037612915
insect,insect.n.01,squirrel,0.6533206701278687
toy,plaything.n.01,highlighter,0.7403358221054077
vehicle,vehicle.n.01,broom,0.655686616897583
clothing,clothing.n.01,whipped cream,0.4885348081588745
electronic device,electronic_device.n.01,chain,0.6754457950592041
food,food.n.01,purse,0.600745439529419
tool,tool.n.01,moose,0.44434213638305664
plant,plant.n.02,cantaloupe,0.7101504802703857
tool,tool.n.01,lectern,0.6025463938713074
auto part,auto_part.n.01,envelope,0.6840423345565796
weapon,weapon.n.01,lemonade,0.44451218843460083
outerwear,outerwear.n.01,underwear,0.7794902920722961
mammal,mammal.n.01,t-shirt,0.4389644265174866
bird,bird.n.01,birdcage,0.7175452709197998
bird,bird.n.01,birdbath,0.6990947723388672
furniture,furniture.n.01,bull,0.425733745098114
musical instrument,musical_instrument.n.01,mixer,0.69483882188797
garden tool,garden_tool.n.01,grinder,0.7432100176811218
furniture,furniture.n.01,dustpan,0.721328616142273
food,food.n.01,slug,0.593339204788208
fruit,edible_fruit.n.01,bean,0.7771626114845276
animal,animal.n.01,pea,0.6819500923156738
container,container.n.01,scallop,0.6805381774902344
container,container.n.01,peanut butter,0.4766140878200531
musical instrument,musical_instrument.n.01,trident,0.4494582414627075
animal,animal.n.01,birthday cake,0.4742259979248047
tool,tool.n.01,tiramisu,0.44768309593200684
vehicle,vehicle.n.01,coil,0.6756912469863892
electronic device,electronic_device.n.01,honey,0.3852330446243286
tool,tool.n.01,bulldozer,0.5977929830551147
container,container.n.01,rollerblade,0.4577840566635132
school supply,school_supply.n.00,bolt,0.9038770198822021
jewelry,jewelry.n.01,christmas tree,0.67691969871521
animal,animal.n.01,brace,0.4734199047088623
plant,plant.n.02,highlighter,0.6832345724105835
home decor,interior_decoration.n.01,sheep,0.37856239080429077
bird,bird.n.01,beaver,0.6886441111564636
medical equipment,medical_instrument.n.01,envelope,0.6832436323165894
school supply,school_supply.n.00,envelope,0.8939875364303589
food,food.n.01,bowl,0.607799768447876
home decor,interior_decoration.n.01,fly,0.3974585235118866
accessory,accessory.n.01,highlighter,0.7590354681015015
vehicle,vehicle.n.01,cream cheese,0.4310699701309204
breakfast,breakfast.n.00,rooster,0.5720934867858887
electronic device,electronic_device.n.01,bumper,0.7552613615989685
plant,plant.n.02,chain,0.6862130761146545
footwear,footwear.n.01,puppy,0.4442073702812195
dessert,dessert.n.01,zebra,0.42455214262008667
accessory,accessory.n.01,chain,0.7598921656608582
food,food.n.01,rifle,0.49641290307044983
toiletry,toiletry.n.01,bolt,0.6718334555625916
food,food.n.01,gorilla,0.4712250828742981
food,food.n.01,footbath,0.6038856506347656
furniture,furniture.n.01,mirror,0.44517335295677185
breakfast,breakfast.n.00,scallop,0.9321799874305725
dessert,dessert.n.01,noodle,0.7709053158760071
breakfast,breakfast.n.00,fruitcake,0.9233236312866211
outerwear,outerwear.n.01,elephant,0.38940221071243286
container,container.n.01,tube top,0.7385608553886414
animal,animal.n.01,gumball,0.4686817228794098
tool,tool.n.01,crow,0.44054052233695984
electronic device,electronic_device.n.01,salami,0.4211300015449524
animal,animal.n.01,chessboard,0.4884747564792633
school supply,school_supply.n.00,calf,0.5335993766784668
container,container.n.01,prune,0.43685948848724365
footwear,footwear.n.01,costume,0.7749038934707642
vegetable,vegetable.n.01,calf,0.48266923427581787
kitchen tool,kitchen_utensil.n.01,toaster,0.8687015771865845
condiment,condiment.n.01,noodle,0.7477320432662964
tool,tool.n.01,shortbread,0.4497130513191223
tool,tool.n.01,duckling,0.3991383910179138
food,food.n.01,drum,0.5984699130058289
food,food.n.01,cougar,0.5050435066223145
animal,animal.n.01,granola,0.4811592102050781
musical instrument,musical_instrument.n.01,stretcher,0.7072484493255615
mammal,mammal.n.01,snake,0.6596736311912537
electronic device,electronic_device.n.01,triangle,0.6136414408683777
tool,tool.n.01,rearview mirror,0.4253403842449188
candy,candy.n.01,calf,0.41168472170829773
food,food.n.01,ashtray,0.6062928438186646
jewelry,jewelry.n.01,bull,0.35067054629325867
tool,tool.n.01,rabbit,0.619231641292572
insect,insect.n.01,worm,0.6663599610328674
food,food.n.01,blouse,0.4726754128932953
fastener,fastener.n.01,cantaloupe,0.778660774230957
tool,tool.n.01,green beans,0.45014944672584534
mammal,mammal.n.01,bassoon,0.4480927288532257
office supply,office_supply.n.00,duckling,0.5404752492904663
sea animal,marine_animal.n.01,rearview mirror,0.45278966426849365
sea animal,marine_animal.n.01,stretcher,0.7152844667434692
animal,animal.n.01,cane,0.4639799892902374
auto part,auto_part.n.01,latch,0.7006986141204834
food,food.n.01,bat,0.5953081846237183
clothing,clothing.n.01,macaroni,0.7059900760650635
toy,plaything.n.01,strawberry,0.45942121744155884
accessory,accessory.n.01,funnel,0.759637713432312
animal,animal.n.01,piecrust,0.4791548550128937
seafood,seafood.n.01,cinnamon,0.6279733777046204
