premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
animal,sardine,yes,0.5942214727401733,low,animals,sardines
kitchen tool,bottle opener,yes,0.6086416244506836,low,kitchen tools,bottle openers
tool,nutcracker,yes,0.544791579246521,low,tools,nutcrackers
home decor,robe,no,0.5896352529525757,high,home decor,robes
container,sarcophagus,yes,0.6296505331993103,low,containers,sarcophagi
vegetable,cape,no,0.48573338985443115,low,vegetables,capes
vehicle,spear,no,0.6608026027679443,high,vehicles,spears
animal,possum,yes,0.6408034563064575,high,animals,possums
auto part,pedal,yes,0.5668770670890808,low,auto parts,pedals
clothing,goose,no,0.7268719673156738,high,clothing,geese
food,crouton,yes,0.5740499496459961,low,food,croutons
vehicle,noodle,no,0.6306172609329224,high,vehicles,noodles
women's clothing,veil,yes,0.8193703293800354,high,women's clothes,veils
toy,squirt gun,yes,0.6751257181167603,high,toys,squirt guns
container,oilcan,yes,0.6235829591751099,low,containers,oilcans
toy,abacus,no,0.7197515964508057,high,toys,abacuses
clothing,cufflink,no,0.7314584851264954,high,clothing,cufflinks
mammal,ski boots,no,0.45104432106018066,low,mammals,ski boots
headwear,honey,no,0.3856590688228607,low,headwear,honey
container,noodle,no,0.6679293513298035,high,containers,noodles
fruit,apple,yes,0.6481418013572693,low,fruits,apples
food,bin,no,0.5109931826591492,low,food,bins
home decor,trunk,no,0.5912520885467529,high,home decor,trunks
vegetable,cocktail,no,0.46474215388298035,low,vegetables,cocktails
home decor,zebra,no,0.3724159598350525,low,home decor,zebras
tool,can opener,yes,0.5389439463615417,low,tools,can openers
vegetable,carrot,yes,0.6860294342041016,low,vegetables,carrots
animal,moth,yes,0.5728086233139038,low,animals,moths
home decor,abacus,yes,0.6287850141525269,high,home decor,abacuses
clothing,swimsuit,yes,0.727898120880127,high,clothing,swimsuits
headwear,muff,no,0.6942505240440369,high,headwear,muffs
electronic device,slicer,yes,0.6439125537872314,high,electronic devices,slicers
food,mandolin,no,0.4295472502708435,low,food,mandolins
home decor,globe,yes,0.5346026420593262,high,home decor,globes
clothing,elephant,no,0.4250802993774414,low,clothing,elephants
vehicle,cordon bleu,no,0.4407837390899658,low,vehicles,cordon bleu sandwiches
furniture,chest,yes,0.6712485551834106,high,furniture,chests
vehicle,highlighter,no,0.6780493855476379,high,vehicles,highlighters
tool,pipe,yes,0.5440263152122498,low,tools,pipes
food,jam,yes,0.4752681255340576,low,food,jams
weapon,rifle,yes,0.6433099508285522,high,weapons,rifles
mammal,latch,no,0.67052161693573,high,mammals,latches
animal,cockroach,yes,0.6436245441436768,high,animals,cockroaches
musical instrument,latch,no,0.7066846489906311,high,musical instruments,latches
clothing,fly,no,0.5202836990356445,low,clothing,flies
weapon,sword,yes,0.7116612792015076,high,weapons,swords
tool,orange,no,0.45173558592796326,low,tools,oranges
bird,mirror,no,0.42922836542129517,low,birds,mirrors
clothing,bomb,no,0.512501060962677,low,clothing,bombs
clothing,abacus,no,0.7665387392044067,high,clothing,abacuses
toiletry,shaving cream,yes,0.7132210731506348,high,toiletries,shaving cream
accessory,kaleidoscope,no,0.7353523969650269,high,accessories,kaleidoscopes
jewelry,jewelry,yes,0.9999999403953552,high,jewelry,jewelry
home decor,wreath,yes,0.6000080108642578,high,home decor,wreaths
tool,jacket,no,0.4336629807949066,low,tools,jackets
animal,artichoke,no,0.6658244132995605,high,animals,artichokes
office supply,tube top,no,0.9010876417160034,high,office supplies,tube tops
container,wallet,yes,0.6249629259109497,low,containers,wallets
food,bamboo,no,0.5953290462493896,high,food,bamboos
vegetable,trident,no,0.472176730632782,low,vegetables,tridents
kitchen tool,rabbit,no,0.7199416160583496,high,kitchen tools,rabbits
home decor,figurine,yes,0.5442173480987549,high,home decor,figurines
drink,beer,yes,0.697068452835083,high,drinks,beer
seafood,crayfish,yes,0.6709000468254089,high,seafood,crayfish
food,broccoli,yes,0.6029782891273499,high,food,broccoli
medical equipment,dustpan,no,0.6948493719100952,high,medical equipment,dustpans
fruit,pineapple,yes,0.6905636787414551,high,fruits,pineapples
auto part,dustpan,no,0.6930267810821533,high,auto parts,dustpans
game,lingerie,no,0.4120500981807709,low,games,lingerie
container,coaster,no,0.6796337366104126,high,containers,coasters
furniture,closet,yes,0.6772493720054626,high,furniture,closets
bird,whale,no,0.6958544254302979,high,birds,whales
clothing,funnel,no,0.710831880569458,high,clothing,funnels
office supply,stapler,yes,0.8336175680160522,high,office supplies,staplers
footwear,shoe,yes,0.7459253072738647,high,footwear,shoes
tool,lightbulb,yes,0.5292998552322388,low,tools,lightbulbs
water vehicle,boat,yes,0.7925375699996948,high,water vehicles,boats
footwear,sock,yes,0.7027937173843384,high,footwear,socks
food,pumpkin,yes,0.6602907180786133,high,food,pumpkins
container,mug,yes,0.6615508198738098,high,containers,mugs
animal,pelican,yes,0.6047878861427307,low,animals,pelicans
animal,duck,yes,0.5925334095954895,low,animals,ducks
game,jump rope,yes,0.6023125648498535,high,games,jump ropes
food,taffy,yes,0.506181001663208,low,food,taffy
auto part,odometer,yes,0.5308083295822144,low,auto parts,odometers
breakfast,scone,yes,0.8181962370872498,high,breakfasts,scones
food,snail,no,0.6254963874816895,high,food,snails
vegetable,cabbage,yes,0.6416444182395935,low,vegetables,cabbages
dessert,birthday cake,yes,0.6494544744491577,low,desserts,birthday cakes
home decor,bow,no,0.7083706855773926,high,home decor,bow
weapon,razor blade,yes,0.7066835165023804,high,weapons,razor blades
tool,flipper,no,0.5918532609939575,high,tools,flippers
weapon,whipped cream,no,0.44295790791511536,low,weapons,whipped cream
livestock,bassoon,no,0.41372841596603394,low,livestocks,bassoons
protective clothing,kneepad,yes,0.5980674624443054,low,protective clothing,kneepads
tool,dynamite,no,0.4312603175640106,low,tools,dynamites
kitchen tool,stretcher,no,0.7196314930915833,high,kitchen tools,stretchers
home decor,terrarium,yes,0.5518714189529419,high,home decor,terrariums
food,baklava,yes,0.5471051335334778,low,food,baklavas
accessory,latch,no,0.7722650766372681,high,accessories,latches
food,food processor,no,0.745563268661499,high,food,food processors
furniture,jacket,no,0.4520980715751648,low,furniture,jackets
food,fruit,yes,0.6378268003463745,high,food,fruits
animal,noodle,no,0.6710087656974792,high,animals,noodles
vegetable,bell pepper,yes,0.719206690788269,low,vegetables,bell peppers
animal,chalk,no,0.6393629908561707,high,animals,chalks
electronic device,hairdryer,yes,0.5447767972946167,low,electronic devices,hairdryers
kitchen tool,ladle,yes,0.6793580651283264,high,kitchen tools,ladles
home decor,weather vane,yes,0.5131593942642212,low,home decor,weather vanes
electronic device,nut,no,0.40148836374282837,low,electronic devices,nuts
animal,buckle,no,0.48897233605384827,low,animals,buckles
tool,banana,no,0.4185015559196472,low,tools,bananas
accessory,suspenders,yes,0.6824452877044678,high,accessories,suspenders
clothing,hoodie,yes,0.6889544129371643,high,clothing,hoodies
clothing,bandana,yes,0.6723687648773193,low,clothing,bandanas
clothing,raincoat,yes,0.6701750755310059,low,clothing,raincoats
animal,cougar,yes,0.6300418376922607,high,animals,cougars
animal,brake,no,0.4723464846611023,low,animals,brakes
sea animal,jacket,no,0.44013771414756775,low,sea animals,jackets
food,sausage,yes,0.5261414051055908,low,food,sausages
food,beaver,no,0.6143975853919983,high,food,beavers
dessert,wedding cake,yes,0.690803050994873,high,desserts,wedding cakes
musical instrument,trumpet,yes,0.6583852767944336,low,musical instruments,trumpets
water vehicle,elephant,no,0.3993930220603943,low,water vehicles,elephants
toy,stretcher,no,0.7375392913818359,high,toys,stretchers
bird,eel,no,0.7065126895904541,high,birds,eels
mammal,mushroom,no,0.678784966468811,high,mammals,mushrooms
container,razor,no,0.45849698781967163,low,containers,razors
electronic device,turntable,yes,0.5287874341011047,low,electronic devices,turntables
food,pie,yes,0.5342549681663513,low,food,pies
insect,squirrel,no,0.6533206701278687,high,insects,squirrels
food,petri dish,no,0.5107761025428772,low,food,petri dishes
container,sheep,no,0.4623950123786926,low,containers,sheeps
footwear,ski boots,yes,0.602958083152771,low,footwear,ski boots
clothing,dollhouse,no,0.7117907404899597,high,clothing,dollhouses
animal,mirror,no,0.4391494691371918,low,animals,mirrors
clothing,spaghetti,no,0.718951940536499,high,clothing,spaghetti
tool,cornbread,no,0.4506843686103821,low,tools,cornbread
musical instrument,rooster,no,0.4380820393562317,low,musical instruments,roosters
fruit,t-shirt,no,0.4205387234687805,low,fruits,t-shirts
plant,pepper,no,0.709526538848877,high,plants,peppers
tool,workbench,no,0.6254359483718872,high,tools,workbenches
food,cauliflower,yes,0.5605955719947815,low,food,cauliflowers
fastener,combination lock,yes,0.5800665020942688,low,fasteners,combination locks
food,muff,no,0.6022030115127563,high,food,muffs
sea animal,catfish,yes,0.7806292772293091,high,sea animals,catfish
animal,horse,yes,0.6706382036209106,high,animals,horses
sea animal,coral,yes,0.7073238492012024,low,sea animals,corals
candy,trident,no,0.4072275161743164,low,candy,tridents
vegetable,eggplant,yes,0.7437371015548706,low,vegetables,eggplants
plant,cantaloupe,no,0.7101504802703857,high,plants,cantaloupes
fastener,barrette,yes,0.6574878692626953,high,fasteners,barrettes
livestock,prune,no,0.39929699897766113,low,livestocks,prunes
weapon,chain,no,0.7207804918289185,high,weapons,chains
container,maple syrup,no,0.454990029335022,low,containers,maple syrup
clothing,bowler hat,yes,0.6374779939651489,low,clothing,bowler hats
food,jalapeno,yes,0.5446228981018066,low,food,jalapenoes
tool,bracket,yes,0.5372892618179321,low,tools,brackets
condiment,okra,no,0.7439332008361816,high,condiments,okra
sea animal,scoop,no,0.45310187339782715,low,sea animals,scoops
food,poinsettia,no,0.599732518196106,high,food,poinsettias
animal,llama,yes,0.6917527914047241,high,animals,llamas
food,parsley,yes,0.5726961493492126,low,food,parsley
food,pita,yes,0.6012681722640991,high,food,pita
mammal,panther,yes,0.666152834892273,high,mammals,panthers
tool,scoop,yes,0.5130142569541931,low,tools,scoops
vehicle,taffy,no,0.4373438358306885,low,vehicles,taffy
animal,bench,no,0.48963460326194763,low,animals,benches
weapon,baton,yes,0.6078296303749084,low,weapons,batons
auto part,duckling,no,0.4339849352836609,low,auto parts,ducklings
medical equipment,trident,no,0.4345247149467468,low,medical equipment,tridents
tool,tea,no,0.43266379833221436,low,tools,tea
seafood,squid,yes,0.5947520136833191,low,seafood,squids
animal,zebra,yes,0.5325223207473755,low,animals,zebras
animal,cat,yes,0.6818987131118774,high,animals,cats
food,zebra,no,0.4177926778793335,low,food,zebras
food,rooster,no,0.4364158511161804,low,food,roosters
toiletry,keg,no,0.43025970458984375,low,toiletries,kegs
electronic device,centrifuge,yes,0.5588629245758057,low,electronic devices,centrifuges
accessory,brooch,yes,0.6653582453727722,high,accessories,brooches
home decor,ski boots,no,0.39527273178100586,low,home decor,ski boots
insect,maple syrup,no,0.3708087205886841,low,insects,maple syrup
food,balloon,no,0.498942106962204,low,food,balloons
vehicle,jetski,yes,0.5915365219116211,low,vehicles,jetskis
food,meat,yes,0.6734628677368164,high,food,meat
food,curry,yes,0.5629193782806396,low,food,curry
animal,hyena,yes,0.684805154800415,high,animals,hyenas
electronic device,screen,yes,0.6179257035255432,high,electronic devices,screens
tool,duckling,no,0.3991383910179138,low,tools,ducklings
animal,wheelbarrow,no,0.617831826210022,low,animals,wheelbarrows
women's clothing,fishnet stockings,yes,0.8304697871208191,high,women's clothes,fishnet stockings
mammal,scallop,no,0.7007333040237427,high,mammals,scallops
food,sprouts,yes,0.6515154838562012,high,food,sprouts
tool,rake,yes,0.9116575717926025,high,tools,rakes
fastener,strap,yes,0.6527899503707886,low,fasteners,straps
toy,slingshot,yes,0.6475425958633423,high,toys,slingshots
breakfast,fly,no,0.5745846033096313,low,breakfasts,flies
food,honey,yes,0.4903677701950073,low,food,honey
water vehicle,aircraft carrier,yes,0.6540257930755615,low,water vehicles,aircraft carriers
fastener,coil,no,0.7910171747207642,high,fasteners,coils
vehicle,gorilla,no,0.44736939668655396,low,vehicles,gorillas
plant,cream cheese,no,0.44694119691848755,low,plants,cream cheese
medical equipment,ice pack,yes,0.550500750541687,low,medical equipment,ice packs
seafood,sea urchin,yes,0.5755167007446289,low,seafood,sea urchins
electronic device,scanner,yes,0.7219427227973938,high,electronic devices,scanners
animal,wallpaper,no,0.4678418040275574,low,animals,wallpapers
home decor,rug,yes,0.5970925688743591,high,home decor,rugs
medical equipment,walker,yes,0.5904731154441833,low,medical equipment,walkers
musical instrument,duckling,no,0.4169663190841675,low,musical instruments,ducklings
animal,grenade,no,0.48037758469581604,low,animals,grenades
toy,rattle,yes,0.9155648350715637,high,toys,rattles
animal,donkey,yes,0.6514817476272583,high,animals,donkeys
school supply,whisk,no,0.9066174626350403,high,school supplies,whisks
animal,gumball,no,0.4686817228794098,low,animals,gumballs
bird,catfish,no,0.7100332379341125,high,birds,catfish
mammal,fox,yes,0.6633234024047852,high,mammals,foxes
office supply,paperclip,yes,0.8363791704177856,high,office supplies,paperclips
clothing,knob,no,0.5156362652778625,low,clothing,knobs
food,tomato sauce,yes,0.579606294631958,high,food,tomato sauce
protective clothing,wetsuit,yes,0.601725697517395,low,protective clothing,wetsuits
container,birdcage,yes,0.6368404626846313,high,containers,birdcages
home decor,lampshade,yes,0.5754632949829102,high,home decor,lampshades
tool,screwdriver,yes,0.5866449475288391,high,tools,screwdrivers
tool,generator,no,0.607459545135498,high,tools,generators
musical instrument,guitar,yes,0.7115342617034912,high,musical instruments,guitars
food,gum,yes,0.5720634460449219,low,food,gums
plant,dustpan,no,0.6862337589263916,high,plants,dustpans
musical instrument,violin,yes,0.6891674995422363,high,musical instruments,violins
kitchen equipment,tube top,no,0.7057051658630371,high,kitchen equipment,tube tops
tool,hoe,yes,0.6891182065010071,high,tools,hoes
food,pea,yes,0.6650760173797607,high,food,peas
tool,vise,yes,0.620112955570221,high,tools,vise
tool,chips,no,0.4372459650039673,low,tools,chips
food,rattlesnake,no,0.4918733835220337,low,food,rattlesnakes
fruit,melon,yes,0.6459432244300842,low,fruits,melons
tool,coil,yes,0.672060489654541,high,tools,coils
home decor,strawberry,no,0.375313937664032,low,home decor,strawberries
animal,seagull,yes,0.6066029667854309,low,animals,seagulls
food,pizza,yes,0.5790066719055176,high,food,pizzas
jewelry,anklet,yes,0.6023406982421875,low,jewelry,anklets
clothing,kitten,no,0.5128108263015747,low,clothing,kittens
breakfast,spaghetti,no,0.9370529055595398,high,breakfasts,spaghetti
food,cereal,yes,0.7093702554702759,high,food,cereals
vehicle,bassoon,no,0.42893096804618835,low,vehicles,bassoons
candy,peppermint,yes,0.8239120244979858,high,candy,peppermints
container,spaghetti,no,0.6532036066055298,high,containers,spaghetti
animal,pickle,no,0.6746411323547363,high,animals,pickles
food,dough,yes,0.5427104234695435,low,food,dough
animal,pug,yes,0.6173117160797119,low,animals,pugs
weapon,missile,yes,0.6929407119750977,high,weapons,missiles
livestock,calf,yes,0.6198647022247314,low,livestocks,calves
food,goose,yes,0.7147173881530762,high,food,geese
food,okra,yes,0.6762086153030396,high,food,okra
food,cleaver,no,0.6027466654777527,high,food,cleavers
food,jump rope,no,0.6099590063095093,high,food,jump ropes
medical equipment,swab,yes,0.7203496098518372,high,medical equipment,swabs
kitchen equipment,icemaker,yes,0.6541832089424133,low,kitchen equipment,icemakers
fastener,lingerie,no,0.5136879682540894,low,fasteners,lingerie
food,dynamite,no,0.48385947942733765,low,food,dynamites
plant,rearview mirror,no,0.43646639585494995,low,plants,rearview mirrors
food,cinnamon,yes,0.685974657535553,high,food,cinnamon
sea animal,crayfish,no,0.7885404825210571,high,sea animals,crayfish
food,whale,no,0.5980334877967834,high,food,whales
food,highchair,no,0.6039761304855347,high,food,highchairs
animal,rattlesnake,yes,0.5811078548431396,low,animals,rattlesnakes
animal,lamb,yes,0.6222715377807617,low,animals,lambs
tool,slicer,no,0.6352831125259399,high,tools,slicers
electronic device,television,yes,0.6466526985168457,high,electronic devices,televisions
food,tongs,no,0.592798113822937,high,food,tongs
weapon,plunger,no,0.681842565536499,high,weapons,plungers
sea animal,brace,no,0.4480594992637634,low,sea animals,braces
sea animal,honey,no,0.45451581478118896,low,sea animals,honey
furniture,bull,no,0.425733745098114,low,furniture,bulls
weapon,dynamite,yes,0.47589829564094543,low,weapons,dynamites
vegetable,elephant,no,0.45190203189849854,low,vegetables,elephants
tool,tape measure,yes,0.5395728349685669,low,tools,tape measures
plant,marijuana,yes,0.5823428630828857,low,plants,marijuana
food,canister,no,0.6132909655570984,high,food,canisters
school supply,chain,no,0.890493631362915,high,school supplies,chains
furniture,workbench,yes,0.6596970558166504,high,furniture,workbenches
animal,cordon bleu,no,0.4879872798919678,low,animals,cordon bleu sandwiches
food,comb,no,0.4991464614868164,low,food,combs
protective clothing,apron,yes,0.5546342134475708,low,protective clothing,aprons
accessory,outfit,no,0.7460368871688843,high,accessories,outfits
medical equipment,stool,no,0.43672651052474976,low,medical equipment,stools
container,banana,no,0.47452330589294434,low,containers,bananas
clothing,beanie,yes,0.6492351293563843,low,clothing,beanies
toiletry,toilet paper,yes,0.7670364379882812,high,toiletries,toilet paper
plant,asparagus,yes,0.6107503771781921,low,plants,asparagus
electronic device,coil,no,0.685874342918396,high,electronic devices,coils
mammal,brace,no,0.4448058605194092,low,mammals,braces
container,coil,no,0.7248576879501343,high,containers,coils
water vehicle,sailboat,yes,0.7347086668014526,high,water vehicles,sailboats
auto part,seatbelt,yes,0.6106401085853577,high,auto parts,seatbelts
dessert,elephant,no,0.41766995191574097,low,desserts,elephants
vehicle,tricycle,yes,0.6424646973609924,high,vehicles,tricycles
furniture,stretcher,no,0.7256140112876892,high,furniture,stretchers
clothing,bow,yes,0.6750497817993164,low,clothing,bow
toy,gyroscope,yes,0.5736839771270752,low,toys,gyroscopes
candy,jacket,no,0.4185374975204468,low,candy,jackets
game,coil,no,0.6646210551261902,high,games,coils
food,kiwi,yes,0.5592922568321228,low,food,kiwis
toy,pinwheel,yes,0.9202648401260376,high,toys,pinwheels
weapon,dagger,yes,0.6487257480621338,high,weapons,daggers
animal,cow,yes,0.6651077270507812,high,animals,cows
home decor,rabbit,no,0.5946880578994751,high,home decor,rabbits
sea animal,stiletto,no,0.44126051664352417,low,sea animals,stilettoes
mammal,reindeer,yes,0.6551031470298767,low,mammals,reindeers
electronic device,webcam,yes,0.5726789236068726,high,electronic devices,webcams
vegetable,chive,yes,0.7372957468032837,low,vegetables,chives
electronic device,router,yes,0.8148452639579773,high,electronic devices,routers
food,ketchup,yes,0.5764504075050354,low,food,ketchup
school supply,sheep,no,0.564870297908783,low,school supplies,sheeps
auto part,spark plug,yes,0.620466947555542,high,auto parts,spark plugs
food,cashew,yes,0.5840572714805603,high,food,cashews
toy,envelope,no,0.726658821105957,high,toys,envelopes
container,tweezers,no,0.6555944085121155,high,containers,tweezers
mammal,frog,no,0.7411168813705444,high,mammals,frogs
mammal,aardvark,yes,0.686627209186554,high,mammals,aardvarks
clothing,rearview mirror,no,0.5013281106948853,low,clothing,rearview mirrors
accessory,buckle,yes,0.5903352499008179,low,accessories,buckles
toy,train set,yes,0.609026312828064,low,toys,train sets
musical instrument,elephant,no,0.4049702286720276,low,musical instruments,elephants
plant,latch,no,0.6889316439628601,high,plants,latches
food,peanut,yes,0.5804307460784912,high,food,peanuts
mammal,ferret,yes,0.7091348767280579,high,mammals,ferrets
women's clothing,dress,yes,0.8347271680831909,high,women's clothes,dresses
kitchen tool,puppy,no,0.43010228872299194,low,kitchen tools,puppies
food,slicer,no,0.5938035249710083,high,food,slicers
sea animal,squid,yes,0.755108118057251,high,sea animals,squids
container,cinnamon,no,0.6587030291557312,high,containers,cinnamon
water vehicle,whisk,no,0.6640028953552246,low,water vehicles,whisks
electronic device,slot machine,yes,0.5746942758560181,high,electronic devices,slot machines
home decor,elephant,no,0.34752121567726135,low,home decor,elephants
seafood,seafood,yes,1.0,high,seafood,seafood
home decor,dashboard,no,0.5951993465423584,high,home decor,dashboards
vehicle,chips,no,0.44491279125213623,low,vehicles,chips
electronic device,chain,no,0.6754457950592041,high,electronic devices,chains
toy,frisbee,yes,0.6670554280281067,high,toys,frisbees
food,funnel,no,0.6166090965270996,high,food,funnels
garden tool,scissors,yes,0.6317191123962402,low,garden tools,scissors
mammal,pug,yes,0.6065789461135864,low,mammals,pugs
weapon,hammer,yes,0.6212136149406433,low,weapons,hammers
fastener,crayfish,no,0.7801738977432251,high,fasteners,crayfish
mammal,fern,no,0.6573234796524048,high,mammals,ferns
toy,whisk,no,0.7206529378890991,high,toys,whisks
food,rollerblade,no,0.4509172737598419,low,food,rollerblades
mammal,bug,no,0.7141375541687012,high,mammals,bugs
electronic device,light switch,no,0.6948978900909424,high,electronic devices,light switches
mammal,lion,yes,0.6613589525222778,high,mammals,lions
dessert,flan,yes,0.6268315315246582,low,desserts,flan
protective clothing,chain,no,0.6990781426429749,high,protective clothing,chains
mammal,cane,no,0.4412235617637634,low,mammals,canes
vehicle,swab,no,0.6668614149093628,high,vehicles,swabs
food,lingerie,no,0.4949922561645508,low,food,lingerie
breakfast,rooster,no,0.5720934867858887,low,breakfasts,roosters
electronic device,dashboard,no,0.6250355243682861,high,electronic devices,dashboards
food,revolver,no,0.5931737422943115,high,food,revolvers
mammal,bear,yes,0.6293278932571411,low,mammals,bears
accessory,dollhouse,no,0.7346210479736328,high,accessories,dollhouses
jewelry,zebra,no,0.3723162114620209,low,jewelry,zebras
furniture,puppy,no,0.41722583770751953,low,furniture,puppies
medical equipment,margarita,no,0.4262657165527344,low,medical equipment,margaritas
animal,latch,no,0.6951830387115479,high,animals,latches
breakfast,pastry,yes,0.8166142106056213,high,breakfasts,pastries
protective clothing,face mask,yes,0.6331996917724609,high,protective clothing,face masks
home decor,envelope,no,0.6404560804367065,high,home decor,envelopes
plant,tree,yes,0.7162829637527466,high,plants,trees
bird,chair,no,0.43323904275894165,low,birds,chairs
food,fig,yes,0.6115942001342773,high,food,figs
fastener,clothespin,yes,0.6687414050102234,high,fasteners,clothespins
home decor,dress,no,0.6582730412483215,high,home decor,dresses
headwear,loincloth,no,0.6960483193397522,high,headwear,loincloths
seafood,shark,yes,0.5451599955558777,low,seafood,sharks
plant,chive,yes,0.6441248059272766,low,plants,chives
clothing,nightshirt,yes,0.6769958734512329,low,clothing,nightshirts
animal,antelope,yes,0.6487717628479004,high,animals,antelopes
vehicle,limousine,yes,0.6231850385665894,low,vehicles,limousines
fastener,rabbit,no,0.7845116853713989,high,fasteners,rabbits
headwear,headband,yes,0.7661193013191223,high,headwear,headbands
clothing,dress,yes,0.8477199673652649,high,clothing,dresses
accessory,dustpan,no,0.7710862159729004,high,accessories,dustpans
animal,stiletto,no,0.45670580863952637,low,animals,stilettoes
drink,rabbit,no,0.7684357166290283,high,drinks,rabbits
electronic device,broom,no,0.6552672386169434,high,electronic devices,brooms
vegetable,leek,yes,0.9148131012916565,high,vegetables,leeks
tool,zebra,no,0.39441245794296265,low,tools,zebras
toiletry,nut,no,0.4098215401172638,low,toiletries,nuts
jewelry,crown,yes,0.5870646238327026,low,jewelry,crowns
bird,bird,yes,1.0,high,birds,birds
toy,mirror,no,0.4454050362110138,low,toys,mirrors
container,rooster,no,0.4282330274581909,low,containers,roosters
drink,margarita,yes,0.5997761487960815,low,drinks,margaritas
food,trident,no,0.40908488631248474,low,food,tridents
vehicle,chicken wire,no,0.4444604218006134,low,vehicles,chicken wires
musical instrument,bagpipe,yes,0.6600418090820312,low,musical instruments,bagpipes
vehicle,tongs,no,0.6723302006721497,high,vehicles,tongs
weapon,envelope,no,0.7053205370903015,high,weapons,envelopes
animal,bolt,no,0.6804335117340088,high,animals,bolts
tool,highlighter,no,0.696014404296875,high,tools,highlighters
food,nail clippers,no,0.6021561026573181,high,food,nail clippers
outerwear,zebra,no,0.374985933303833,low,outerwear,zebras
animal,seahorse,yes,0.6205118894577026,low,animals,seahorses
fastener,zipper,yes,0.6840471029281616,high,fasteners,zippers
food,wig,no,0.49964284896850586,low,food,wigs
women's clothing,undershirt,no,0.8684868216514587,high,women's clothes,undershirts
food,envelope,no,0.6805242300033569,high,food,envelopes
electronic device,margarita,no,0.39108777046203613,low,electronic devices,margaritas
breakfast,bread,yes,0.7906356453895569,high,breakfasts,bread
bird,squirrel,no,0.691386878490448,high,birds,squirrels
animal,centerpiece,no,0.6390609741210938,high,animals,centerpieces
drink,wine,yes,0.6804608106613159,high,drinks,wines
container,matchbox,yes,0.6109439134597778,low,containers,matchboxes
food,potpie,yes,0.5434420108795166,low,food,potpies
candy,pudding,no,0.7266147136688232,high,candy,pudding
animal,chessboard,no,0.4884747564792633,low,animals,chessboards
accessory,bull,no,0.41018110513687134,low,accessories,bulls
footwear,rollerblade,yes,0.5267177820205688,low,footwear,rollerblades
accessory,belt buckle,yes,0.5611014366149902,low,accessories,belt buckles
animal,chihuahua,yes,0.5459622740745544,low,animals,chihuahuas
tool,kaleidoscope,no,0.6175837516784668,high,tools,kaleidoscopes
school supply,nut,no,0.566330075263977,low,school supplies,nuts
mammal,moose,yes,0.5928371548652649,low,mammals,moose
food,egg,yes,0.5877112150192261,high,food,eggs
food,trombone,no,0.48494794964790344,low,food,trombones
vehicle,taxi,yes,0.5941276550292969,low,vehicles,taxis
plant,clover,yes,0.5722963809967041,low,plants,clovers
food,bush,no,0.4932844936847687,low,food,bushes
food,onion,yes,0.6551064252853394,high,food,onions
mammal,jacket,no,0.4056323766708374,low,mammals,jackets
food,sweeper,no,0.5955129265785217,high,food,sweepers
accessory,calf,no,0.4459865987300873,low,accessories,calves
kitchen tool,dustpan,no,0.7424718737602234,high,kitchen tools,dustpans
tool,broom,yes,0.6813933849334717,high,tools,brooms
kitchen equipment,waffle iron,yes,0.6700618267059326,high,kitchen equipment,waffle irons
home decor,candle,yes,0.5016733407974243,low,home decor,candles
water vehicle,jam,no,0.40834707021713257,low,water vehicles,jams
weapon,blowgun,yes,0.6268765926361084,high,weapons,blowguns
clothing,boxer shorts,yes,0.6889544129371643,high,clothing,boxer shorts
outerwear,underwear,no,0.7794902920722961,high,outerwear,underwear
electronic device,refrigerator,yes,0.5847459435462952,high,electronic devices,refrigerators
animal,iguana,yes,0.6605201363563538,high,animals,iguanas
container,cup,yes,0.6780509352684021,high,containers,cups
game,chessboard,yes,0.5479469895362854,low,games,chessboards
food,cheeseburger,yes,0.5381230115890503,low,food,cheeseburgers
food,undershirt,no,0.610082745552063,high,food,undershirts
mammal,hyena,yes,0.7429277896881104,high,mammals,hyenas
musical instrument,zebra,no,0.43372681736946106,low,musical instruments,zebras
weapon,baseball bat,yes,0.6083759665489197,low,weapons,baseball bats
fastener,bassoon,no,0.5163360834121704,low,fasteners,bassoons
weapon,drill,no,0.6971594095230103,high,weapons,drills
drink,honey,no,0.4683087468147278,low,drinks,honey
tool,mop,yes,0.5775396227836609,low,tools,mops
food,pig,yes,0.48977363109588623,low,food,pigs
food,broom,no,0.620745837688446,high,food,brooms
insect,scoop,no,0.3760286569595337,low,insects,scoops
electronic device,mixer,yes,0.8012287616729736,high,electronic devices,mixers
insect,worm,no,0.6663599610328674,high,insects,worms
footwear,costume,no,0.7749038934707642,high,footwear,costumes
clothing,bonnet,yes,0.5753667950630188,low,clothing,bonnets
accessory,whisk,no,0.7414404153823853,high,accessories,whisks
clothing,snowsuit,yes,0.7084864377975464,high,clothing,snowsuits
animal,gorilla,yes,0.6082971096038818,low,animals,gorillas
garden tool,hatchet,yes,0.6517122983932495,high,garden tools,hatchets
animal,brace,no,0.4734199047088623,low,animals,braces
livestock,chair,no,0.41150617599487305,low,livestocks,chairs
musical instrument,scoop,no,0.44053155183792114,low,musical instruments,scoops
food,t-shirt,no,0.4730644226074219,low,food,t-shirts
headwear,hairnet,yes,0.6583549976348877,low,headwear,hairnets
tool,cord,yes,0.5133548974990845,low,tools,cords
mammal,piglet,yes,0.5985192060470581,low,mammals,piglets
